"URL","Artist","Hometown","Tags","Description","Youtube Link"
"http://do512.com/c/sx2013/bands/megafauna-","Megafauna","Austin, TX",,"Imagine if King Crimson and Bjork had a Jimi Hendrix inspired lovechild- Megafauna would be said offspring. Since its inception in August of 2008, Megafauna has been compared to bands as diverse as Siouxsie and the Banshees, Portishead, Flyleaf, Jack White, The Breeders, Pavement and countless others. Laurie Gallardo (KUT) explained that “Everything is fair game: Classic rock, garage rock, punk, and metal, and the bone-rattling turbulence of Neff’s monster guitar riffs.”","http://www.youtube.com/e/IJKcRaQrmJc?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/bp-fallon-and-the-bandits","BP Fallon & The Bandits",,,"BP Fallon & The Bandits – BP Fallon (vox), Aaron Lee Tasjan (guitar/piano/vox), Nigel Harrison (bass guitar), Clem Burke (drums).","http://www.youtube.com/e/6uBzrlk9Rmo?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/emily-bell","Emily Bell","Austin, TX",,"Somewhere in the world between technicolored soul, southern blues and 60’s rock-n-roll, Austin, TX singer/songwriter, Emily Bell, has a debut disc that sonically fits on it’s own planet. From being raised by the queens of musical theater, to being toughened up by the seasoned cats of R&B and taken under the wing of rock-n-roll; Bell’s large musical family has created an extremely original and compelling monster. With a voice that fits in the realm of her soulful British female counterparts, she backs it up with an energetic rock-n-soul vibe. While giving a nod to the great musical souls of the past, Bell didn’t just close her eyes and throwback a few stones hoping to catch the resurrected wave of the 60’s and 70’s. “I wanted to create a record of songs that captured the energy of what naturally comes out of me, the musicians I work with, and I wanted to stay true to the neighborhood I grew up in.” Montrose neighborhood in Houston, TX- where Bell had her first encounter with singer/songwriter, John Evans, and producer/co-writer of her debut record. “It was a special music scene going on there, Delta blues, southern roots music; musicians inspired by the greats- Robert Johnson, Hank Williams, Gene VIncent, etc.” At 19, Bell was bar tending and singing with bands in the scene. “These were my friends and some of my greatest musical influences. And when I saw John play for the first time, he immediately became a great friend and influence.” In 2006, Emily moved to the west coast, where she wrote, sang and recorded with former members of Tony Toni Tone, and Lucy Pearl. ""My musical world began to open up to whole new planets.” After a few years, Bell felt the longing to bring her newly discovered planets back to where she came from. “Texas is home to me. It’s also where my musical roots are.” states Emily. Back in Texas, a run in with her old friend John Evans changed things. “We immediately began collaborating on songs. I wanted to tie the thread between what I experienced musically on the west coast to my musical roots back home. John was the perfect guy to do that with. He’s been crossing boundaries in southern music for over a decade."" Together their inspirations span from The Ronnettes to Otis Redding, Gene Vincent to Hank Williams, and The Stones to The Stooges. The result is a collection of high energy, highly original songs. Her first release is a Double A Side featuring two songs off the record, “Back to the Way I Was”, a stompy rock and soul number that cleverly captures Bell’s return to the place of her roots and “Pusher Girl” a distorted bluesy track with a vocal delivery from Bell that captures the days of when a woman sang about freedom with belted power and seduction. All in all, it showcases a collection of songs that are built with old school steel, but the tracks they ride on are polished and new. Bell is dropping the Double A side available on 7’ vinyl and ITunes in December.","http://www.youtube.com/e/S4DOTOEcGXc?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/larry-g","Larry g(EE)","Dallas, TX",,,"http://www.youtube.com/e/UAPYk1PE7a8?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/folk-family-revival","Folk Family Revival","Magnolia, Texas",,"Folk Family Revival, comprised of the Lankford brothers – Mason, Barrett and Lincoln – and Caleb Pace, has been described as Americana, folk and country, but their unique sound has influences spanning rock, folk, country, Americana and bluegrass. As the primary songwriter, Mason – who is not yet twenty – fronts the band with vocals and guitar, Barrett plays bass, Caleb is found on electric guitar, mandolin and lap steel, and Lincoln backs the band up on drums and percussion. Childhood friends (and brothers), the foursome has already been featured on Fox26 and live radio and has opened for legends like Charlie Robison, Cody Canada & the Departed, The Marshall Tucker Band, Rodney Atkins and the Trishas. In their not-so spare time, the boys enjoy squirrel hunting, practicing new music in their shed (they can’t get enough of it), working on cars and reinforcing the bond that makes them such a moving and awe-inspiring act – despite their young age. Unfolding, which debuts June 28, 2011, was produced and mixed by Jeffery Armstreet at Red Tree Recording Studio in Magnolia, Texas. The album was mastered by Grammy winning engineer Gavin Lurssen.","http://www.youtube.com/e/Y6SF-jKWqMU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/tyagaraja-","Tyagaraja","Houston, TX",,"Acoustic / Folk / Experimental","http://www.youtube.com/e/28TFewwamK8?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-migrant","The Migrant",,,,"http://www.youtube.com/e/pzJZJWjL8X0?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/new-york-city-queens","New York City Queens","Houston",,,"http://www.youtube.com/e/_fkKnOy6ROs?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-hanna-barbarians","The Hanna Barbarians","Ft. Worth, Texas, Un Tags: rock, psychedelic, blues rock, psychedelic rock","rock, psychedelic, blues rock, psychedelic rock","Blues / Psychedelic / Rock","http://www.youtube.com/e/Yv7BThStRRM?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/hydra-melody-","Hydra Melody",,,"Day of The Dukes Maybe One Day EP","http://www.youtube.com/e/xDEbXoe5VjU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/retrospect","Retrospect","Chicago",,"RETROSPECT is a two man collective consisting of artists, Quotes and Def Poet. The hip hop tandem has been active in Chicago since the year 2006. Since then, they have released 3 mixtapes and have generated some noise in the local scene.RETROSPECT has performed at various Chicago venues such as Wildhare for the annual nationwide Dunk Exchange and Lincoln Hall for the 2012 TNK Winter Music Festival. They have shared the stage with an array of talented artists such as Pac Div and Theophilus London for Tour de Roses. They have been featured on various media platforms such as WGCI’s Go Ill Radio, Soul Call Radio in Spain, IMF Magazine, Fake Shore Drive, Ruby Hornet and the Pursuit of Dopeness.Though the group’s first inspirations emerged from the likes of ATCQ, Kanye West and Nas, their music is now influenced by countless examples of innovative music unbound by any one genre or space in time. Combining organic with inorganic components, RETROSPECT’s primary objective is to create a “new soul”. Taking full advantage of melody, they compose exciting introspective music; beautifying the truth by summoning the power of the imagination. Visit their website at www.thespect.net","http://www.youtube.com/e/clwUh5CG0EU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/carlton-zeus","Carlton Zeus","San Antonio, Texas",,"The sounds of Carlton Zeus echo tales of bizarre adventures tongue twisted with nostalgic references and palatable puns, setting the mood for almost any occasion.. More at CarltonZeus.com“With influences that range from Freddie Mercury and Rod Stewart to Frank Sinatra and Barry White, local hip-hop artist Carlton Zeus blends up a musical cocktail that goes down best when chugged out of a red plastic cup. Born in Spain and raised in Brownsville, Zeus rebooted his love of music after four years in the Air Force and has since developed a knack for tracks that tell “bizarre adventures tongue twisted with nostalgic references” — including rhymes like “4 a.m. at Chacho’s, ordering them King Kong Nachos…” For a sample of what Current contributor Adam Villela Coronado described as “Saytown’s Kanye West” in the making, download The Spread Mixtape for free at CarltonZeus.com/music..” “He’s a clown, a provocateur, and he knows exactly what he’s doing. The best local rapper, hands down.” -Enrique Lopetegui, The Current","http://www.youtube.com/e/_1Q9_kQdyZg?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/seveer-transmission","Seveer Transmission",,,,
"http://do512.com/c/sx2013/bands/walker-lukens","Walker Lukens","Brooklyn, NY",,"Americana / Folk Rock / Indie","http://www.youtube.com/e/IM-RSvpL1hI?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/hello-caller","Hello Caller","Austin, TX",,"Formed in November of 2010 in Austin, Texas.","http://www.youtube.com/e/XxA3S-VhXdA?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/riders-against-the-storm","Riders Against The Storm","Providence",,"Hip Hop / Reggae / Soul","http://www.youtube.com/e/WeJd93s20e0?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/leopold-and-his-fiction","Leopold and His Fiction","San Francisco",,"Leopold and his Fiction is the honest and transcendent San Francisco area Rock n Roll band escalating into the west coast music scene. Their sound acquires a moody pop frame derived from distant genres and unwavering imagination in an attempt to reinvent what each member feels has dissipated from the greater measure of music. Leopold and his Fiction is the balanced reincarnate of a sultry era of western darkness underneath big city lights and country back roads leading to the morning shore of a transpiring musical horizon.—- Essentially a rock duo, Leopold and his Fiction also implement other musicians and instruments as needed.—- Both individuals contribute to a very diverse sound through personal interests.—- Ben hails all the way out from country Kentucky with a healthy obsession for jazz. Formulating beats through reason and tobacco tinged dialects, he radiates a calm versatility and explosive composure behind his drum set.—- Daniel provides a Detroit filth encapsulated in boogaloo blues, a homeless train ride blinded by distance. Guitar oriented and rasped vocals soar to a grave reflection, a sweet relief of seasons bask in their familiarity.—- Together they offer a morbid cohesion of California and a gentle open plains reminiscence stimulating a reason and energy for people to listen closely. They are taking SF through a tempest of a new new vision in music and thought with an alternate take to the repetition of a-sides with their own traditional sounds and elaborations. Listen at Last.fmWatch videos of Leopold and His Fiction playing a Shiner Beer Session at The Do512 Lounge!","http://www.youtube.com/e/WwuIvEEKLNM?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/equals","Equals","Austin, TX Tags: post-rock, all, math rock","post-rock, all, math rock","The Texas-based band, Equals, hasn’t always been the technical and tightly-arranged instrumental band it is now. The band’s large soundscapes, searing guitar riffs and blitzing rhythms were products of evolution.The members of Equals—bassist Alex Guzman; drummer Matt Toman; keyboardist Logan Wexler; and guitarists Simon McDonald and Dylan Storey—met in high school and college and began playing in several different projects that were musically diverse before fine-tuning their sound into a heavier, more cinematic approach. “When we first started playing in bands, the music always came about through improvising and then we decided that we wanted to have a band that was more composition-driven and wanted to create music with simplicity, more focused on the ambience and the sonic palette than anything else,” said Toman. “Once we started figuring out how to apply a lot of the feeling and textures of ambient music, our music started progressing.“After a year of writing and gigging around Central Texas, they were able to hone their sound and write a collection of songs that would become their self-titled debut EP. The album was recorded by the band themselves in various homes and studios with Alex Bhore (This Will Destroy You) mixing and acclaimed mastering engineer Alan Douches (Animal Collective, Sufjan Stevens) at the helm. The result is an energetic and technical composition filled with densely layered sounds, sharp-drum fills and attention-grabbing guitar parts. Every song plays like a mini-opus that charters new territory with each song. With influences from Tortoise, Maserati, Mercury Program or the more affable comparisons to Battles, the band continues to refine their sound and leave plenty of room to breathe, but shows no sign of slowing down anytime soon.Reviews:”The densely layered songs all have their distinctive storyboard of moods and textures, each one a lovely surprise yet all five somehow melding together to form a cohesive, cinematic whole."" – My Old Kentucky Blog“The young math-rock quintet works in angles, crafting clean instrumental suites with asymmetrical time signatures.” – The Austin Chronicle“Some of the more incredible instrumentals you will find” – Zaptown Magazine“Equals might sound improvised here and there, but this is controlled, carefully arranged stuff.” – The Austin American Statesman“Incredible musicians” – Indie Rock Reviews“Keep your eye on these guys.” – The Blue Indian“A definite contender for this years best post-rock album.” – Is This Revolutionary","http://www.youtube.com/e/o0O0dksgsu8?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/featherface","Featherface","Houston Tags: rock, indie, under 2000 listeners, experimental, face","rock, indie, under 2000 listeners, experimental, face","Experimental / Indie / Rock","http://www.youtube.com/e/irHsROKL8YQ?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/les-rav","Les Rav","Austin, TX",,"“Riveting female fronted and piano driven, quirky chamber-pop group featuring dark, yet inspirational folk music that explores the central nervous system, the human heart and other curiosities. Les RAV, stage name for dazzling songstress and Berklee College of Music alum Lauren Bruno, and her creative collective, will leave you with an abundant sense of peace.” -Lucy Poodle Productions,2011http://lesravpress.tumblr.com/ http://lesravfans.tumblr.com/ http://lesrav.tumblr.com/ FOR FANS I’ve created a fan appreciation page to thank all of you! and my future fans. visit that page here! > http://lesravfans.tumblr.com/ FOR PRESS and FANS http://lesravpress.tumblr.com/ Les Rav’s Personal BLOG: http://lesrav.tumblr.com/","http://www.youtube.com/e/d8kZj8jZHnw?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-ridges","The Ridges","Athens, Ohio Tags: rock, indie, folk","rock, indie, folk","Blending indie rock melodies with moody folk sensibility and live improvisation, The Ridges marry haunted acoustic instrumentation with rich vocal harmonies and layered songwriting to create a unique theme of dark romanticism accented by lush orchestral arrangements and energetic live performances.The Ridges are an orchestral folk rock group from the Appalachian college town of Athens, Ohio. Comprised of the collaboration between Victor Rasgaitis (guitar, vocals) and Talor Smith (cello, vocals), the group formed at Ohio University in Athens, Ohio. Regularly featuring a rotating cast of guest musicians adding instruments ranging from additional cellos to viola, violin, trumpet, banjo, mandolin, bass, vocals, percussion and accordion to compliment layered, introspective songwriting and passionate, high-energy performances, the ensemble brings to life a theme of dark romanticism emphasized by their name. The band name, taken from the allegedly haunted local Victorian landmark that was formerly the Athens Asylum, speaks to the group’s fascination with folklore and classical influences as well as their deep rooted connection to the city of Athens.","http://www.youtube.com/e/cI0KW8Vp9z4?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/david-hasselhoff-on-acid","David Hasselhoff on Acid","Kansas City, KS",,"“The name alone sold me – I had to see what sounds were attached to such a title. To be blunt, watching this group in action, it was as if James Hetfield befriended Trey Anastasio in 1983 instead of Lars Ulrich. Thrash-metal-dub-jam was my best guess as trying to describe the incendiary rhythm being belted out by this no-name band. We all agreed it really would be the soundtrack if were were watching, or were, David Hasselhoff On Acid.” -[Garret Woodward – ‘State Of Mind Music’] Review of DHOA’s set at Wakarusa, 2009. “…by the time the closing number, ‘When The Sky Swallows Her Children,’ is allowed to reach the pinnacle of it’s prog-funk grandiosity, the listener has truly been swept into what can only be described as a journey.” -[Nick Spacek – Pitch Magazine] – Review of DHOA’s debut full length, “Feast Of The Horse People” Having shared the stage with numerous national acts such as Animals As Leaders (Prosthetic Records), Intronaut (Century Media), Dead Letter Circus (Warner Music), Scale The Summit, & Elixir On Mute, DHOA has been gaining an impressive following in their hometown of Kansas City and surrounding areas, as well as touring in Colorado, Texas, Arkansas, Illinois, & Iowa. DHOA will be recording a new album this winter, with a TBA release date sometime in Spring 2013.",
"http://do512.com/c/sx2013/bands/the-noise-fm","The Noise FM","Lawrence, Kansas",,"From Pitch.com ""Though informed by the FM radio euphemisms classic rock and modern rock, the Noise FM strives for a considerably more intelligent sound. The Lawrence trio does, however, maintain rock radio’s polished accessibility. Tight and technically proficient, the Noise’s music is often aggressive but always closely calibrated, with equal attention paid to searing melodies and killer riffs…"" Listen at Last.fm","http://www.youtube.com/e/QUhBnrb-b0U?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/hidden-pictures","Hidden Pictures","kansas city/lawrence",,"Released July 2012 on newly minted Kansas City label Golden Sound Records, Hidden Pictures’ third LP Rainbow Records is a festival of open-window jams and summery anthems that finds the band hitting a high-spirited, fresh, and powerpop-inflected stride. Rainbow Records benefits from the added rhythmic firepower of drummer Cameron Hawk (better known as the reckless frontman of The Dead Girls) and bassist Erik Voeks (also a first-order songwriter in his own right). The whole mess was mixed to a sonically perfect wonderstew by Ed Rose, man-at-knobs for celebrated popsters like the Get Up Kids and Ultimate Fakebook. While all of Richard’s shrugging romanticism is still intact, Rainbow Records touches on a new theme: the bittersweet decline of the music industry. “Calling Christine” salutes an aging partygirl who gets drunk and dances to ‘80s music to the chagrin of lookers-on. “Solo Record Shop” is an elegy to once-great songwriters who have lost their touch. “Oldies 104.3” lambastes the oldies format for becoming watered down with bloated ‘70s megahits. “Rainbow Records” contemplates the death of the CD while paying homage to the suburban Chicago record store Richard frequented as a teenager. Most importantly, Rainbow Records is a heartening, sophisticated, and riotously fun record from a band that has consistently demonstrated a knack for perfect pop portraiture. Hidden Pictures began in 2008, when Michelle Gaume Sanders crashed the all-boys party that was the final lineup of Richard’s longstanding band OK Jones. Stepping up as backup singer and glockenspiel plinker, Michelle brought new harmony to Richard’s table, which previously had been wrought with driving, Americana-tinged indie pop. As Hidden Pictures, the duo released a self-titled debut of clever acoustic ballads about the joys and foibles of romance that laid the thematic foundation for the more adventurous work to come. Seeking to flesh out their sound, Richard and Michelle assembled a backing band of musicians and studio wonks representing the best of their native Kansas City scene. The newly expanded Pics produced two crisp EPs (Choosing Sides, Whitney Houston) before turning out the acclaimed 2011 full-length Synchronized Sleeping. A fully-realized gem of reverb-laden hooks, tight harmonies, and Richard’s wry and sweet commentary on the push and pull of relationships, Synchronized Sleeping featured numbers like the pro-argument anthem “Choosing Sides,” the infectious library love story “Anne Apparently,” and the winking slowdance “For the Sake of the Streak.” Hidden Pictures has twice being nominated for Best Pop Band by Kansas City altweekly The Pitch. Sanders played her last show with the band in October 2012, opening the door for new collaborations on the Pics’ forthcoming 2013 LP. - Jason Harper",
"http://do512.com/c/sx2013/bands/the-blue-boot-heelers","The Blue Boot Heelers","Kansas City",,"Formed in late ‘09 The Blue Boot Heelers definitely have their own style of honky tonk making its way to a club near you. Songs about drinkin, fightin, and women are standard for the Heelers. Dane “The Assassin” Talley delivers that classic country twang and sets the stage for Marty Smeller to belt out his in your face, wild-man lyrics. The Blue Boot Heelers just don’t play honky tonk, they actually live it.",
