"54250749","The Smalls","T","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/thesmalls.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6438","","","","","0","","1318498289","","","","","6","9","","","","1","","",""
"55544456","10th Floor Atrium","0-9","500 N IH 35","Austin","Texas","","","30.2649328","-97.7353985","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","55544456","","","","","0","","1431994525","1513325722","","","","0","20","","299989136","3","","30.2649328","-97.7353985","1"
"57471446","NowSourcing Inc","N","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/nowsourcing.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-5992","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"58298475","Precision Augmented Reality Works, Inc.","P","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/par_works.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6665","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"58417963","Omni Downtown","O","700 San Jacinto","Austin","Texas","","","30.2690481","-97.7402895","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","58417963","","","","","0","","0","","","","","0","20","","58417963","","","30.2690481","-97.7402895","1"
"58626350","Music Mastermind","M","","","","","","-80.09","98.6","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-5981","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"59054408","Dougmon/Gavry Monroe Productions, LLC","D","","","","","","-80.09","98.6","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6827","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"59460089","Tgrape Co., Ltd.","T","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/tgrape.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-5975","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"66733187","Knowbility Inc","K","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/knowbility.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6286","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"67515528","Evidon","E","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/ghostery.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6672","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"68375863","Dubspot","D","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/dubspot.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-5985","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"73553997","Openpool","O","","","","","","-80.09","98.6","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6276","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"82218466","AAMPP Network Inc.","A","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/AAMPP.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-5971","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"83094623","Vancouver Film School","V","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/vancouverfilmschool.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6686","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"85212457","Clive Bar","C","609 Davis St","Austin","Texas","","","30.2601506","-97.7385503","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","85212457","","","","","0","","0","","","","","0","20","","85212457","","","30.2601506","-97.7385503","1"
"87459629","Texas Film Commission","T","","","","","","-80.09","98.6","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-5862","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"94384762","La-La Land Prints","L","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/kii_arens_flatstock.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6376","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"94889134","Rattle Inn","R","610 Nueces St","Austin","Texas","","","30.270406","-97.74852","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","94889134","","","","","0","","0","","","","","0","20","","94889134","","","30.270406","-97.74852","1"
"95572610","Lil Tuffy","L","","","","","","-80.09","98.6","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6365","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"96690172","Overblog Inc","O","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/overblog.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-5896","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"96755391","Delicious Design League","D","","","","","","-80.09","98.6","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6772","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"108321402","The Silent Giants","T","","","","","","-80.09","98.6","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6338","","","","","0","","1318498289","","","","","6","9","","","","1","","",""
"113466937","pictures dept. co. ltd.","P","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/picturesdept.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6191","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"114051035","IGDA Austin","I","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/igda.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-7114","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"114376387","Digital Bolex","D","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/digitalbolex.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6182","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"118707446","digitalmusic.org","D","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/NARM.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6082","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"120138908","Next Stage EH 3/4","N","500 E Cesar Chavez St","Austin","Texas","","","-80.094929116426","78.595512586092","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","120138908","","","","","0","","2112063616","1318498289","","","","0","20","","1938641639","3","","30.2637792","-97.7405461","1"
"124032304","Fado Irish Pub","F","214 W 4th St","Austin","Texas","","","30.267047","-97.745435","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","124032304","","","","","0","","0","","","","","0","20","","124032304","","","30.267047","-97.745435","1"
"124082379","Backup That, Inc.","B","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/backup_that.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6495","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"125363523","Shoutlet","S","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/shoutlet.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S12-5754","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"126726803","Buffalo Billiards","B","201 E 6th St","Austin","Texas","","","30.267532","-97.741346","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","126726803","","","","","0","","0","","","","","0","20","","126726803","","","30.267532","-97.741346","1"
"126910494","higi","H","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/higi.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6461","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"129413199","The Smile Epidemic","T","","","","","","-80.09","98.6","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6238","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"130344712","Ballroom D Foyer","B","500 E Cesar Chavez St","Austin","Texas","","","-80.094929116426","80.595512586092","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","130344712","","","","","0","","227114225","1318498289","","","","0","20","","1724312584","3","","30.2637792","-97.7405461","1"
"135845387","East Austin College Prep/ Globaloria Games","E","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/east_austin_college.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6199","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"137064137","Mohawk Indoor","M","912 Red River St","Austin","Texas","","","30.2701302","-97.7359046","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","137064137","","","","","0","","0","","","","","0","20","","137064137","","","30.2701302","-97.7359046","1"
"138933125","Sierra Club","S","","","","","","-80.09","98.6","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-7352","","","","","0","","1318498289","","","","","6","9","","","","1","","",""
"140531095","Level 3","L","700 San Jacinto","Austin","Texas","","","-80.09","94.6","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","140531095","","","Omni Downtown","","0","1","58417963","","","","","0","20","","","2","","","","1"
"145707596","DKNG","D","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/DKNG_Flatstock.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6330","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"152397043","Master of Science in Technology Commercialization","M","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/UT_Mccombs.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-5775","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"155912240","Bind Tuning","B","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/bindtuning.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6469","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"163766223","Level 6","L","500 E 4th St","Austin","Texas","","","-80.09","89.6","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","163766223","","","Hilton Austin Downtown","","0","1","229464655","","","","","0","20","","","2","","","","1"
"166325712","KLI Corp / ENTERTAINER'S SECRET","K","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/KLI.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-5937","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"167480620","Henge Docks","H","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/Henge_Docks.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-5924","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"167813574","Ballroom","B","604 Brazos St","Austin","Texas","","","30.2679287","-97.7413818","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","167813574","","","","","0","","1002955887","280261219","","","","0","20","","1779472118","3","","30.2679287","-97.7413818","1"
"168227672","Meet Up Tent","M","","Austin","Texas","","","","","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","168227672","","","","","0","","0","","","","","0","20","","168227672","","","","","1"
"169028902","Suitable Technologies","S","","","","","","-80.09","98.6","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-7041","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"171771348","Light of Creativity, Inc.","L","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/light_of_creativity_update.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-5979","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"177284822","Sheraton Austin","S","701 E 11th St","Austin","Texas","","","30.270323","-97.73425","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","177284822","","","","","0","","0","","","","","0","20","","177284822","","","30.270323","-97.73425","1"
"179895192","Austin City Hall","A","301 W 2nd St","Austin","Texas","","","30.264979","-97.747078","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","179895192","","","","","0","","0","","","","","0","20","","179895192","","","30.264979","-97.747078",""
"181658341","Avenue on Congress Rooftop","A","408 Congress Ave","Austin","Texas","","","30.2666518","-97.7435351","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","181658341","","","","","0","","0","","","","","0","20","","181658341","","","30.2666518","-97.7435351","1"
"183498583","The Parish","T","214-B E 6th St","Austin","Texas","","","30.267593","-97.740823","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","183498583","","","","","0","","0","","","","","0","20","","183498583","","","30.267593","-97.740823","1"
"184257769","DiabloFX","D","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/diablofx.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6023","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"187367184","Javelina","J","69 Rainey St","Austin","Texas","","","30.258035","-97.738736","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","187367184","","","","","0","","0","","","","","0","20","","187367184","","","30.258035","-97.738736","1"
"187401766","IMAGE Meet And Greet Events","I","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/IMAGE_LLC.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6130","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"188344030","Grande Communications","G","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/Grande_Communications.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6123","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"189786849","Musicmetric","M","","","","","","-80.09","98.6","http://img.sxsw.com/2013/exhib_logos/musicmetric.jpg","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","exhibitor_S13-6534","","","","","0","","1318498289","","","","","6","9","","","","1","","","1"
"193182159","Brazos","B","300 E 4th St","Austin","Texas","","","30.2655392","-97.7406419","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/s/ns/venue_placeholder_small.png","http://live.xomo.ca/data/stories/sxsw/sxsw2013/resources/l/ns/venue_placeholder_large.png","","","","","193182159","","","","","0","","1759936321","1263212067","","","","0","20","","1603746755","3","","30.2655392","-97.7406419","1"
