EventNum,Description,Title,Venue,Artists,Start Time,End Time,Street Address,City,State,Zip,URL,RSVP URL,Tags,Date,Day,Month,Day,Year,Start Time,Start Period,Start Hour,Start Minute,End Time,End Period,End Hour,End Minute,Venue+Address,Addres (Working),Street,City,State,Zip,Tags,Tags (Working),Consol. Event ID
873,Indoor Stage - Folk Alliance Party,Carolina Story,Threadgills,Carolina Story,2013-03-16 11:00:00',2013-03-16 11:45:00',301 W Riverside Dr,Austin,TX,78704,http://austin2013.sched.org/event/b173a5a71bc2d573e46df225073ad3c0,-0,"Band, Unofficial","Saturday March 16, 2013 11:00am - 11:45am",Saturday,3,16,2013,11:00am,am,11,0,11:45am,am,11,45,"Threadgills (301 W Riverside Dr, Austin, TX 78704)","301 W Riverside Dr, Austin, TX 78704",301 W Riverside Dr,Austin,TX,78704,"Threadgills (301 W Riverside Dr, Austin, TX 78704), Band, Unofficial","Band, Unofficial",#N/A
879,Indoor Stage - Folk Alliance Party,Doug and Telisha,Threadgills,Doug and Telisha,2013-03-16 11:45:00',2013-03-16 12:30:00',301 W Riverside Dr,Austin,TX,78704,http://austin2013.sched.org/event/f41400fd5c0ab13345b14cd7ab866d7c,-0,"Band, Unofficial","Saturday March 16, 2013 11:45am - 12:30pm",Saturday,3,16,2013,11:45am,am,11,45,12:30pm,pm,12,30,"Threadgills (301 W Riverside Dr, Austin, TX 78704)","301 W Riverside Dr, Austin, TX 78704",301 W Riverside Dr,Austin,TX,78704,"Threadgills (301 W Riverside Dr, Austin, TX 78704), Band, Unofficial","Band, Unofficial",#N/A
899,Indoor Stage - Folk Alliance Party,Amy Speace,Threadgills,Amy Speace | http://amyspeace.com,2013-03-16 12:30:00',2013-03-16 13:00:00',301 W Riverside Dr,Austin,TX,78704,http://austin2013.sched.org/event/ecca1352a3ede43e870fe9ce4b20601c,-0,"Band, Unofficial","Saturday March 16, 2013 12:30pm - 1:00pm",Saturday,3,16,2013,12:30pm,pm,12,30,1:00pm,pm,13,0,"Threadgills (301 W Riverside Dr, Austin, TX 78704)","301 W Riverside Dr, Austin, TX 78704",301 W Riverside Dr,Austin,TX,78704,"Threadgills (301 W Riverside Dr, Austin, TX 78704), Band, Unofficial","Band, Unofficial",#N/A
915,Indoor Stage - Folk Alliance Party,Rebecca Loebe,Threadgills,Rebecca Loebe,2013-03-16 13:00:00',2013-03-16 13:30:00',301 W Riverside Dr,Austin,TX,78704,http://austin2013.sched.org/event/fb7519d2ff12b282b23dae62f2fe2f5c,-0,"Band, Unofficial","Saturday March 16, 2013 1:00pm - 1:30pm",Saturday,3,16,2013,1:00pm,pm,13,0,1:30pm,pm,13,30,"Threadgills (301 W Riverside Dr, Austin, TX 78704)","301 W Riverside Dr, Austin, TX 78704",301 W Riverside Dr,Austin,TX,78704,"Threadgills (301 W Riverside Dr, Austin, TX 78704), Band, Unofficial","Band, Unofficial",#N/A
923,Indoor Stage - Folk Alliance Party,Phil Hurley & Greg Humphreys,Threadgills,Greg Humphreys | Phil Hurley,2013-03-16 13:30:00',2013-03-16 14:00:00',301 W Riverside Dr,Austin,TX,78704,http://austin2013.sched.org/event/fa2c50c08fe6f144471e5fb9a3216ce4,-0,"Band, Unofficial","Saturday March 16, 2013 1:30pm - 2:00pm",Saturday,3,16,2013,1:30pm,pm,13,30,2:00pm,pm,14,0,"Threadgills (301 W Riverside Dr, Austin, TX 78704)","301 W Riverside Dr, Austin, TX 78704",301 W Riverside Dr,Austin,TX,78704,"Threadgills (301 W Riverside Dr, Austin, TX 78704), Band, Unofficial","Band, Unofficial",#N/A
948,Indoor Stage - Folk Alliance Party,Nora Jane Struthers & The Party Line,Threadgills,The Party Line | Nora Jane Struthers,2013-03-16 14:00:00',2013-03-16 14:30:00',301 W Riverside Dr,Austin,TX,78704,http://austin2013.sched.org/event/97f8893d85606c5a72fe41f6da46cdb1,-0,"Band, Unofficial","Saturday March 16, 2013 2:00pm - 2:30pm",Saturday,3,16,2013,2:00pm,pm,14,0,2:30pm,pm,14,30,"Threadgills (301 W Riverside Dr, Austin, TX 78704)","301 W Riverside Dr, Austin, TX 78704",301 W Riverside Dr,Austin,TX,78704,"Threadgills (301 W Riverside Dr, Austin, TX 78704), Band, Unofficial","Band, Unofficial",#N/A
897,Indoor Stage - March Into Softness (The A.V. Club),Valleys,Mohawk,"Valleys | From its inception, Valleys has been always changing. From the quiet and exploratory preliminary years to the stormy experimentation of recent works, the duo has always had one foot in the pop realm and the other in the dirt. Are You Going To Stand There And Talk Weird All Night? is the result of a year’s worth of writing through unexpected loss and spiritual recovery. Working with meditative and spatial elements, Valleys aims to blur the lines between noise, melody, repetition and space resul…",2013-03-16 12:15:00',2013-03-16 13:15:00',912 Red River St,,,,http://austin2013.sched.org/event/ecbb090bf9fd678248ebe5b28554830e,-0,"Band, Unofficial","Saturday March 16, 2013 12:15pm - 1:15pm",Saturday,3,16,2013,12:15pm,pm,12,15,1:15pm,pm,13,15,Mohawk (912 Red River St),912 Red River St,912 Red River St,,,,"Mohawk (912 Red River St), Band, Unofficial","Band, Unofficial",#N/A
921,Indoor Stage - March Into Softness (The A.V. Club),Wild Belle,Mohawk,Wild Belle | http://wildbelle.com,2013-03-16 13:15:00',2013-03-16 14:15:00',912 Red River St,,,,http://austin2013.sched.org/event/fff1ae43d5b99f766d83c4c6b7ece2e4,-0,"Band, Unofficial","Saturday March 16, 2013 1:15pm - 2:15pm",Saturday,3,16,2013,1:15pm,pm,13,15,2:15pm,pm,14,15,Mohawk (912 Red River St),912 Red River St,912 Red River St,,,,"Mohawk (912 Red River St), Band, Unofficial","Band, Unofficial",#N/A
714,Indoor Stage at the All AZ TMI Radio Showcase (TMI Radio and KatzDidThis!),Sara Robinson & Midnight Special,Hickory Street,Sara Robinson & Midnight Special,2013-03-15 15:00:00',2013-03-15 15:45:00',800 Congress Ave,,,,http://austin2013.sched.org/event/9f088e2c3e66ec2d32c378324ed87399,-0,,"Friday March 15, 2013 3:00pm - 3:45pm",Friday,3,15,2013,3:00pm,pm,15,0,3:45pm,pm,15,45,Hickory Street (800 Congress Ave),800 Congress Ave,800 Congress Ave,,,,-0,,#N/A
738,Indoor Stage at the All AZ TMI Radio Showcase (TMI Radio and KatzDidThis!),Jared & the Mill,Hickory Street,Jared & the Mill,2013-03-15 16:00:00',2013-03-15 16:45:00',800 Congress Ave,,,,http://austin2013.sched.org/event/281a1c8917b94c1663a31aa5afc6d849,-0,,"Friday March 15, 2013 4:00pm - 4:45pm",Friday,3,15,2013,4:00pm,pm,16,0,4:45pm,pm,16,45,Hickory Street (800 Congress Ave),800 Congress Ave,800 Congress Ave,,,,",",,#N/A
761,Indoor Stage at the All AZ TMI Radio Showcase (TMI Radio and KatzDidThis!),iamwe,Hickory Street,iamwe,2013-03-15 17:00:00',2013-03-15 18:30:00',800 Congress Ave,,,,http://austin2013.sched.org/event/aeb7ffa6910a2c4463e7b86a4a1f1fa5,-0,,"Friday March 15, 2013 5:00pm - 6:30pm",Friday,3,15,2013,5:00pm,pm,17,0,6:30pm,pm,18,30,Hickory Street (800 Congress Ave),800 Congress Ave,800 Congress Ave,,,,-0,,#N/A
645,INgrooves Fontana and Universal Presents the Frye Days Party!,RDGLDGRN,Buffalo Billiards,"RDGLDGRN | RDGLDGRN (pronounced red gold green) have already distinguished themselves in the DC music scene. Their highly stylized sound (that Go Go drum beat a distinct DC rhythm) takes hiphop infused punk and indie rock to create something refreshingly unique, is getting attention from fans stretching far beyond the DC niche scene. Comprised of three members who identify as Red, Gold, and Green, RDGLDGRN began making music in their basement studio, drawing from a vast and almost ironically diverse pool…",2013-03-15 12:30:00',2013-03-15 13:15:00',201 E 6th St,,,,http://austin2013.sched.org/event/8da709896d718a11468e7d0bb6bdf0e1,https://pages.umusic-mail.com/fontanasxsw2013/,"Band, Unofficial, 21+","Friday March 15, 2013 12:30pm - 1:15pm",Friday,3,15,2013,12:30pm,pm,12,30,1:15pm,pm,13,15,Buffalo Billiards (201 E 6th St),201 E 6th St,201 E 6th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
666,INgrooves Fontana and Universal Presents the Frye Days Party!,Wake Owl,Buffalo Billiards,Wake Owl,2013-03-15 13:15:00',2013-03-15 14:00:00',201 E 6th St,,,,http://austin2013.sched.org/event/f7f28534c26b8601d9c16f8608c54837,https://pages.umusic-mail.com/fontanasxsw2013/,"Band, Unofficial, 21+","Friday March 15, 2013 1:15pm - 2:00pm",Friday,3,15,2013,1:15pm,pm,13,15,2:00pm,pm,14,0,Buffalo Billiards (201 E 6th St),201 E 6th St,201 E 6th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
681,INgrooves Fontana and Universal Presents the Frye Days Party!,Michael Bernard Fitzgerald,Buffalo Billiards,"Michael Bernard Fitzgerald | “My name is Michael Bernard Fitzgerald. I sing and write songs. I'm a dog man with a good plan and two hands.” “I love, love. I love simplicity, my bicycle and tank tops. I don’t need much. I love my family, and will one day have one of my own.” “I aim to create music that connects with many people and to do this well into my 60's. I am myself completely on stage. It is without question my favorite thing.” Michael Bernard Fitzgerald is refreshing, optimistic and modest. He grew up …",2013-03-15 14:00:00',2013-03-15 14:45:00',201 E 6th St,,,,http://austin2013.sched.org/event/95423db08021633a81b8075237825929,https://pages.umusic-mail.com/fontanasxsw2013/,"Band, Unofficial, 21+","Friday March 15, 2013 2:00pm - 2:45pm",Friday,3,15,2013,2:00pm,pm,14,0,2:45pm,pm,14,45,Buffalo Billiards (201 E 6th St),201 E 6th St,201 E 6th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
699,INgrooves Fontana and Universal Presents the Frye Days Party!,Royal Teeth,Buffalo Billiards,Royal Teeth,2013-03-15 14:45:00',2013-03-15 15:30:00',201 E 6th St,,,,http://austin2013.sched.org/event/080744664fdd72386d03bb1c478ec018,https://pages.umusic-mail.com/fontanasxsw2013/,"Band, Unofficial, 21+","Friday March 15, 2013 2:45pm - 3:30pm",Friday,3,15,2013,2:45pm,pm,14,45,3:30pm,pm,15,30,Buffalo Billiards (201 E 6th St),201 E 6th St,201 E 6th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
721,INgrooves Fontana and Universal Presents the Frye Days Party!,Churchill,Buffalo Billiards,"Churchill | CHURCHILL | CHANGE EP Tim Bruns  lead vocals and rhythm guitar / Tyler Rima  bass / Bethany Kelly  vocals and keys / Joe Richmond  drums / Mike Morter  mandolin, banjo, lead guitar, uke and crowd pleasing Churchill singer/guitarist Tim Bruns and mandolin player Mike Morter have been making folkinfused rock songs with a delicate bluegrass flair together since the first day they met. In 2009, Bruns and Morter added bassist Tyler Rima, drummer Joe Richmond, and keyboardist/singer Bethany Kel…",2013-03-15 15:30:00',2013-03-15 16:15:00',201 E 6th St,,,,http://austin2013.sched.org/event/09dc2a6baa1d890ee3e6467c9c5125ec,https://pages.umusic-mail.com/fontanasxsw2013/,"Band, Unofficial, 21+","Friday March 15, 2013 3:30pm - 4:15pm",Friday,3,15,2013,3:30pm,pm,15,30,4:15pm,pm,16,15,Buffalo Billiards (201 E 6th St),201 E 6th St,201 E 6th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
748,INgrooves Fontana and Universal Presents the Frye Days Party!,Ivan and Alyosha,Buffalo Billiards,"Ivan & Alyosha | Seattle folkpop band Ivan & Alyosha are set to release their debut album ""All The Times We Had"" (Missing Piece Group/Dualtone) as a follow up to their well received 2011 EP ""Fathers Be Kind"". The EP won the band recognition and praise from the likes of American Songwriter, Relix (On The Verge Artist), Paste, and NPR’s “All Things Considered” and “Tiny Desk” series. The band's forthcoming debut was recorded at Avast! and mixed by Jesse Lauter (The Low Anthem, Bobby Long), who brought o…",2013-03-15 16:15:00',2013-03-15 17:00:00',201 E 6th St,,,,http://austin2013.sched.org/event/7b0f45d6f4b8108967ed8bce3a4c5a3c,https://pages.umusic-mail.com/fontanasxsw2013/,"Band, Unofficial, 21+","Friday March 15, 2013 4:15pm - 5:00pm",Friday,3,15,2013,4:15pm,pm,16,15,5:00pm,pm,17,0,Buffalo Billiards (201 E 6th St),201 E 6th St,201 E 6th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
75,Inside Stage,The Plastic Habit,Holy Mountain,The Plastic Habit,2013-03-12 22:00:00',2013-03-12 23:00:00',617 E 7th St,,,,http://austin2013.sched.org/event/ebd6f01a862199c63778be3b22f85a8d,http://do512.com/c/sx2013/event/2013/03/12/art-disaster-no-15,"Band, Unofficial, 21+","Tuesday March 12, 2013 10:00pm - 11:00pm",Tuesday,3,12,2013,10:00pm,pm,22,0,11:00pm,pm,23,0,Holy Mountain (617 E 7th St),617 E 7th St,617 E 7th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
124,Inside stage at RET + Brilliance + Analog Creative Inc. + IRAD Day Party.,Therese Aune,Bungalow,"Therese Aune | Therese Aune (NO) plays dreamy filmatic music, drawing inspiration both from pop music and classical minimalists. She is known for her atmospheric piano playing and powerful expressive voice. When performing, she is accompanied by a little orchestra consisting of violin, cello, tuba and drums. Together they create evocative soundscapes that can be subdued and quiet, or grow big and heavy. So far the music has taken Aune to festivals like By:larm (NO), The Oya Festival (NO), Popkomm (DE), Berlin …",2013-03-13 12:30:00',2013-03-13 13:30:00',92 Rainey St,,,,http://austin2013.sched.org/event/8edc8769125564cb6d63575e4ff316fe,http://www.eventbrite.com/event/5525833918/sched,"Band, Unofficial","Wednesday March 13, 2013 12:30pm - 1:30pm",Wednesday,3,13,2013,12:30pm,pm,12,30,1:30pm,pm,13,30,Bungalow (92 Rainey St),92 Rainey St,92 Rainey St,,,,", Band, Unofficial","Band, Unofficial",#N/A
153,Inside stage at RET + Brilliance + Analog Creative Inc. + IRAD Day Party.,Little Children,Bungalow,Little Children,2013-03-13 14:00:00',2013-03-13 15:00:00',92 Rainey St,,,,http://austin2013.sched.org/event/668503a954a7b30436a1f478c6a48bf4,http://www.eventbrite.com/event/5525833918/sched,,"Wednesday March 13, 2013 2:00pm - 3:00pm",Wednesday,3,13,2013,2:00pm,pm,14,0,3:00pm,pm,15,0,Bungalow (92 Rainey St),92 Rainey St,92 Rainey St,,,,-0,,#N/A
188,Inside stage at RET + Brilliance + Analog Creative Inc. + IRAD Day Party.,Tomorrow We Move To Hawaii,Bungalow,Tomorrow We Move To Hawaii,2013-03-13 15:15:00',2013-03-13 16:15:00',92 Rainey St,,,,http://austin2013.sched.org/event/d3adc1bbfffccc07a69e60e6d887537d,http://www.eventbrite.com/event/5525833918/sched,"Band, Unofficial","Wednesday March 13, 2013 3:15pm - 4:15pm",Wednesday,3,13,2013,3:15pm,pm,15,15,4:15pm,pm,16,15,Bungalow (92 Rainey St),92 Rainey St,92 Rainey St,,,,", Band, Unofficial","Band, Unofficial",#N/A
86,Inside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Chelle Rose,The Dogwood / Molotov,Chelle Rose,2013-03-13 11:30:00',2013-03-13 12:30:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/5136be287ef4b1f2ac61f5d1f1c40324,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 11:30am - 12:30pm",Wednesday,3,13,2013,11:30am,am,11,30,12:30pm,pm,12,30,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
121,Inside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Dustin Welch,The Dogwood / Molotov,Dustin Welch,2013-03-13 12:30:00',2013-03-13 13:30:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/b0943b788b15295d625772a97071dc40,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 12:30pm - 1:30pm",Wednesday,3,13,2013,12:30pm,pm,12,30,1:30pm,pm,13,30,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
145,Inside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Out Of Our Tree,The Dogwood / Molotov,Out Of Our Tree,2013-03-13 13:30:00',2013-03-13 14:30:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/be08f66ab4b17a8010c1f67c830a4d9e,http://www.facebook.com/events/545547602131055/,,"Wednesday March 13, 2013 1:30pm - 2:30pm",Wednesday,3,13,2013,1:30pm,pm,13,30,2:30pm,pm,14,30,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,-0,,#N/A
163,Inside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Anne Mccue,The Dogwood / Molotov,Anne Mccue,2013-03-13 14:30:00',2013-03-13 15:30:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/31cd19477dbc519b873f27af4364ecfd,http://www.facebook.com/events/545547602131055/,,"Wednesday March 13, 2013 2:30pm - 3:30pm",Wednesday,3,13,2013,2:30pm,pm,14,30,3:30pm,pm,15,30,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,-0,,#N/A
191,Inside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Henry Wagons,The Dogwood / Molotov,Henry Wagons,2013-03-13 15:30:00',2013-03-13 16:30:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/ff7a238f0bac5873824be2df99a03efa,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 3:30pm - 4:30pm",Wednesday,3,13,2013,3:30pm,pm,15,30,4:30pm,pm,16,30,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
218,Inside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),White Buffalo,The Dogwood / Molotov,White Buffalo,2013-03-13 16:30:00',2013-03-13 17:30:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/12f892b39d5afe2e87565e74d830e5b1,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 4:30pm - 5:30pm",Wednesday,3,13,2013,4:30pm,pm,16,30,5:30pm,pm,17,30,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
240,Inside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Steve Poltz,The Dogwood / Molotov,Steve Poltz,2013-03-13 17:30:00',2013-03-13 18:30:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/4b7cade277b73ae885c1c9ce738382b0,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 5:30pm - 6:30pm",Wednesday,3,13,2013,5:30pm,pm,17,30,6:30pm,pm,18,30,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
261,Inside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Jimbo Mathus & The Tri-State Coalition Ft. Eric Roscoe,The Dogwood / Molotov,The TriState Coalition | Jimbo Mathus | Eric Roscoe,2013-03-13 18:30:00',2013-03-13 19:30:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/3a3e5ad6a69c48eed3bf0b652be030c2,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 6:30pm - 7:30pm",Wednesday,3,13,2013,6:30pm,pm,18,30,7:30pm,pm,19,30,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
277,Inside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Tom Freund,The Dogwood / Molotov,Tom Freund,2013-03-13 19:30:00',2013-03-13 21:00:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/e29b0c067966bb19538bc4551299a52b,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 7:30pm - 9:00pm",Wednesday,3,13,2013,7:30pm,pm,19,30,9:00pm,pm,21,0,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
356,Japan Preview Day Show (AFHC & Japan Nite),The Morning,The Grackle,The Morning,2013-03-14 13:00:00',2013-03-14 13:25:00',1700 E 6th St ,Austin,TX,78702,http://austin2013.sched.org/event/d162247a0817af36d7f16786b666127e,-0,,"Thursday March 14, 2013 1:00pm - 1:25pm",Thursday,3,14,2013,1:00pm,pm,13,0,1:25pm,pm,13,25,"The Grackle (1700 E 6th St Austin, TX 78702)","1700 E 6th St Austin, TX 78702",1700 E 6th St ,Austin,TX,78702,-0,,#N/A
365,Japan Preview Day Show (AFHC & Japan Nite),SuisaiNobouzAz,The Grackle,SuisaiNobouAz,2013-03-14 13:35:00',2013-03-14 14:00:00',1700 E 6th St ,Austin,TX,78702,http://austin2013.sched.org/event/15afb7c80e86517fda81b3777d0e045e,-0,,"Thursday March 14, 2013 1:35pm - 2:00pm",Thursday,3,14,2013,1:35pm,pm,13,35,2:00pm,pm,14,0,"The Grackle (1700 E 6th St Austin, TX 78702)","1700 E 6th St Austin, TX 78702",1700 E 6th St ,Austin,TX,78702,-0,,#N/A
383,Japan Preview Day Show (AFHC & Japan Nite),JOSY,The Grackle,"JOSY | JOSY: the guiterlessorgan all girl band from Tokyo Mami : keyboard | Non : bass | Nanohana : drums | Kumi : vocal/keyboard With an estatic love for the Doors and MGMT, these four girls first met each other at a club in Shinjuku Tokyo. | Finding their mutual admiration, they formed JOSY in the spring of 2010. When they played their first gig at Shibuya Milky Way in July of 2010, their show was sold out to a standing crowd only. Upon this success, they entered the Studio Penta’s 30th annua…",2013-03-14 14:10:00',2013-03-14 14:35:00',1700 E 6th St ,Austin,TX,78702,http://austin2013.sched.org/event/bfe8efce5c2540e97c51ccf6788a1994,-0,,"Thursday March 14, 2013 2:10pm - 2:35pm",Thursday,3,14,2013,2:10pm,pm,14,10,2:35pm,pm,14,35,"The Grackle (1700 E 6th St Austin, TX 78702)","1700 E 6th St Austin, TX 78702",1700 E 6th St ,Austin,TX,78702,-0,,#N/A
395,Japan Preview Day Show (AFHC & Japan Nite),Chihiro Yamazaki + Route 14 Band,The Grackle,"Chihiro Yamazaki + ROUTE 14 Band | Chihiro Yamazaki + Route 14 Band is the newgeneration instrumental group fromed withRoute 14 Band, who have done many works on the music field as producing music and music events, and Chihiro Yamazaki a.k.a anna,who plays trumpet in the well know brass band group over the country ""Tokyo Brass Style"" have had over 20,000 CD sale during their indie era and now belongs the major label Universal Music. | Their unique sound ""Singing Instruments"" comes from Jazz, Fusion, Classic, Rock and many other…",2013-03-14 14:45:00',2013-03-14 15:10:00',1700 E 6th St ,Austin,TX,78702,http://austin2013.sched.org/event/b42b7c8dee4b49661350ccbe695bf773,-0,,"Thursday March 14, 2013 2:45pm - 3:10pm",Thursday,3,14,2013,2:45pm,pm,14,45,3:10pm,pm,15,10,"The Grackle (1700 E 6th St Austin, TX 78702)","1700 E 6th St Austin, TX 78702",1700 E 6th St ,Austin,TX,78702,-0,,#N/A
416,Japan Preview Day Show (AFHC & Japan Nite),Jake stone garage,The Grackle,Jake stone garage | Band member | vocal&guitar:watanabe satoshi | Drums&chorus:iwanaka hideaki | Bass&chorus:nishi tsukasa CD Release | Mini Album[FIRING DEVICE] 2007/09/05 ON SALE | Mini Album[Boost the Edge] 2009/03/11 ON SALE | Single[スパイダーアクション／Last days] 2009/08/19 ON SALE | Full Album[ROCKS] 2011/02/09 ON SALE | Mini Album[FEELS] 2012/02/08 ON SALEhttp://jakestonegarage.com,2013-03-14 15:20:00',2013-03-14 15:45:00',1700 E 6th St ,Austin,TX,78702,http://austin2013.sched.org/event/e334f42c811746e7917fa5f8f1877cb7,-0,"Band, Unofficial","Thursday March 14, 2013 3:20pm - 3:45pm",Thursday,3,14,2013,3:20pm,pm,15,20,3:45pm,pm,15,45,"The Grackle (1700 E 6th St Austin, TX 78702)","1700 E 6th St Austin, TX 78702",1700 E 6th St ,Austin,TX,78702,"The Grackle (1700 E 6th St Austin, TX 78702), Band, Unofficial","Band, Unofficial",#N/A
428,Japan Preview Day Show (AFHC & Japan Nite),FOUR MINUTES TIL MIDNIGHT,The Grackle,"Four Minutes Til Midnight | Four Minutes 'Til Midnight is a unique funk/rock group comprised of members from Japan (Kenta Hayashiguitar, Yusuke Ikegayabass) and the U.S. (Eli Taylorvocals). The band was formed in Hollywood in 2005 when Kenta Hayashi and Eli Taylor met at Musician's Institute in L.A. By 2009 the band had put out two self produced albums (""Oak Tree""2006 and ""Find my way""2009) and toured extensively throughout California, Arizona, Texas and Japan. By the end of 2011 both albums had sold over 20,000 copie…",2013-03-14 15:55:00',2013-03-14 16:20:00',1700 E 6th St ,Austin,TX,78702,http://austin2013.sched.org/event/6f533de38adbeff60e7349808cc57356,-0,,"Thursday March 14, 2013 3:55pm - 4:20pm",Thursday,3,14,2013,3:55pm,pm,15,55,4:20pm,pm,16,20,"The Grackle (1700 E 6th St Austin, TX 78702)","1700 E 6th St Austin, TX 78702",1700 E 6th St ,Austin,TX,78702,-0,,#N/A
453,Japan Preview Day Show (AFHC & Japan Nite),Teen Runnings,The Grackle,"Teen Runnings | Teen Runnings are a band of Shota Kaneko from Tokyo, Japan, their members are Shota Kaneko (guitar/vox), Masato Watanabe (bass) and Masashi Takahashi(drums). The band's major musical influences go from 60's surf, Psyche, 80's pop, 90's alternative and punk rock. Some of their favorite bands are The Beach Boys, NOFX, HiStandard, Pavement, The Strokes among others.. | The band (formerly called Friends) started on May of 2010 when Shota and his younger female friends played songs after he let his…",2013-03-14 16:30:00',2013-03-14 16:55:00',1700 E 6th St ,Austin,TX,78702,http://austin2013.sched.org/event/cf827a56182d679bb6e2051a05605625,-0,,"Thursday March 14, 2013 4:30pm - 4:55pm",Thursday,3,14,2013,4:30pm,pm,16,30,4:55pm,pm,16,55,"The Grackle (1700 E 6th St Austin, TX 78702)","1700 E 6th St Austin, TX 78702",1700 E 6th St ,Austin,TX,78702,-0,,#N/A
