"4th Annual Ignite Social Media Party","Molotov","Each March, swarms of bright minds fly to Austin, landing in one corner of town on a Friday night. This is the place to see and meet them all at once. 
Join Jim Tobin of Ignite Social Media and Peter Heffering of Expion as we fire up the lights of Austin! Hang out at the 4th Annual Ignite Social Media Party and bring your friends!","2013-03-08 19:00:00","2013-03-08 22:00:00","719 West 6th Street","Austin","TX","78701","http://austin2013.sched.org/event/4b928809aeb6a9ca0613333011a1f114","Party, Unofficial","na"
"State of NOW Cocktail Party (#140conf)","Lanai","Catch up with the #140conf Community while you are at SXSW. The lights will be up, the music low, the energy will be high, and you can enjoy interacting in a space just right for making connections and creating lasting relationships. You deside which state is bigger, the State of NOW or the State of Texas.","2013-03-08 19:00:00","2013-03-08 21:00:00","422 Congress Ave","Austin","TX","78701","http://austin2013.sched.org/event/20ccb24fae33547b648ce2f72ba43d22","Party, Unofficial","na"
"Do512's Epic Interactive Party","The Belmont","Deep Eddy Vodka and Get Smart Content Present Do512's Epic Interactive Party! 
Complimentary cocktails on the Do512 tab until it runs out! 
Featuring: 
8pm: Seryn 
9pm: Hello Wheels 
10pm: Air Review 
11pm: Akron/Family","2013-03-08 19:30:00","2013-03-08 01:00:00","305 W 6th St","","","","http://austin2013.sched.org/event/328597a832da6a24bb897ed2b08f3923","Party, Unofficial","http://do512.com/c/sx2013/event/2013/03/08/do512s-epic-interactive-party-presented-by-deep-eddy-vodka-get-smart-content"
"DeadSocial Launch Party","Museum of the Weird","We will be launching the platform at The Museum of the Weird. Each attendee will need to walk thorough the Museum in order to find our Party. This intimate party will include live music, drinks and fun. 
A selected number of tickets have been allocated for this event. VIP ticket holders will be granted entry throughout the evening however, due to the high demand (and nature of SXSW) tickets to do guarentee entry. Please arrive early to guarantee entry","2013-03-08 20:00:00","2013-03-08 00:00:00","412 E. 6th Street","Austin","TX","","http://austin2013.sched.org/event/c23c3f2f7869b501bf9c3b3153275926","Party, Unofficial","na"
"The SpareFoot Party","The North Door","The SpareFoot Party is an unofficial Interactive party and live hip-hop/DJ showcase hosted by SpareFoot, the online marketplace for self-storage. Weﾒre an Austin tech startup  
success story with a team that takes partying seriously. 
Sounds range from throwback hip-hop to electronic to dancehall/reggae and beyond. Think dance  
party with a side of networking. 
Talent lineup:  
K.Flay  
Jayceeoh 
DJ Expo  
Applied Pressure 
Table Manners Crew 
Must be 21 years or older.","2013-03-08 20:00:00","2013-03-08 02:00:00","502 Brushy St","Austin","TX","78702","http://austin2013.sched.org/event/deee89b8fc349bd1efcea2ad43f8d19e","Party, Unofficial","http://sparefoot.com/party"
"NY Night Train Soul Clap & Dance Off (Brooklyn Brewery)","Springdale Farm","DJ Mr. Jonathan Toubin's Soul Clap and Dance-Off is North America's most popular soul party - by far playing to more people in more places and generating more capital than any of its contemporaries. Founded in New York City the concept is simple-all night dancing to the wild soul 45s of subterranean superstar DJ Mr. Jonathan Toubin and, in the middle, a $100 dance contest judged by a community panel. Cash is great. But so is a trip to Brooklyn for the dance-off championship at Brooklyn Bowl. Get your moves down cause the fine folks from Tumblr and Imgur will be judging the hell out of you from their perch on the dance contest panel.","2013-03-08 21:00:00","2013-03-08 23:30:00","755 Springdale Road","Austin","TX","78702","http://austin2013.sched.org/event/64d812441c50531a7e86aab7898a0c3a","Party, Unofficial","http://do512.com/c/sx2013/event/2013/03/08/ny-night-train-soul-clap-dance-off"
"Sake Bomb Party","Kenichi","SAKE, SAKE, SAKE, BOMB!!! 
Drop by for the most detonative SAKE BOMB party in Austin! Experience a variety of premium Sake creations, free tasters and live entertainment at this FREE Unofficial SXSW After Party. 
Featuring a Sake Shot Bar, Ty Ku Premium Sake Tastings, Free Kenichi Appetizers, Beer & Cocktails, and Live D.J.","2013-03-08 22:00:00","2013-03-08 01:00:00","419 Colorado St","Austin","TX","78701","http://austin2013.sched.org/event/12f85156391a106456f1cbbef70cdb77","Party, Unofficial","na"
"Free Massage by Zeel.com","Flavorpill Sanctuary @ #Feed","Enjoy a free massage at the Flavorpill Sanctuary every day from the 9th to the 12th.","2013-03-09 09:00:00","2013-03-09 09:00:00","700 Congress Avenue","Austin","TX","78701","http://austin2013.sched.org/event/d70f8b10d27de61fdfc9ee5a83681411","Party, Unofficial","http://beta.flavorpill.com/events/5127c389bacfbf001600092f"
"Made in NY: Austin","AMOA-Arthouse","Made in NY: Austin, an event being presented by NY Tech Meetup, the City of New York, and Gust as well as a wide range of New York-based technology startups is expected to attract over 2,000 attendees, and will celebrate the vast resources, diverse talent, and unique cultural inspiration of New York tech, culture, food, film, art and music. 
The all-day and evening event will include interactive and experiential installations of New Yorkﾒs best technology along with pitch sessions, workshops, and a high-tech, high-energy party to cap off the night. The state-of-the-art venue will also include the popular arts+tech interactive #FEED installations, powered by Twitter.  
The event is free and open to the public but does require an RSVP. Sponsorship opportunities are available now. RSVPs for attendees will open in February.  
More info: MadeinNYaustin.com","2013-03-09 09:00:00","2013-03-09 14:00:00","700 Congress Ave","","","","http://austin2013.sched.org/event/b7c27872a24c967b885c9320576d14b6","Party, Unofficial","http://do512.com/c/sx2013/event/2013/03/09/made-in-ny-austin"
"Together We Yoga (Fit Approach)","Lululemon & Zilker Park","We're starting the weekend off right with an outdoor yoga event and brunch Satruday morning before SXSW kicks into high-gear. An energetic, all-levels yoga class will be taught by the founder of Fit Approach and SweatGuru, Jamie Walker.  
Please BYOM (bring your own mat) if possible! 
Schedule: 
9:00 AM - Meet at Lululemon downtown for free shuttle service to Zilker Park 
10:00 AM - Yoga begins (Zilker Park) 
11:00 AM - Brunch + refreshments (provided by Austin Java)  
The $25 fee includes breakfast tacos post-yoga delivered by Austin Java Catering, Zola Coconut Water, free shuttle service from the Lululemon downtown location, goody bags with items from some fabulous brands, and a t-shirt!","2013-03-09 09:00:00","2013-03-09 12:00:00","1016 W 6th St","Austin","TX","78703","http://austin2013.sched.org/event/d1c07c807a1e84b56f3079b59706eb52","Party, Unofficial","na"
"KIND Healthy Breakfast (The Feast)","Flavorpill Sanctuary @ #Feed","Serving KIND Breakfast Parfaits with yogurt, fresh fruit, grains, and KIND bars. DJ'ed by Natasha Blank, and powered by Windows 8.","2013-03-09 10:00:00","2013-03-09 10:00:00","700 Congress Avenue","Austin","TX","78701","http://austin2013.sched.org/event/7976008534c9e68d219f123e27c2e22b","Party, Unofficial","http://beta.flavorpill.com/events/5127c651114cb8001600090c"
"Beauty Bar X","Vince Young Steakhouse","Beauty Bar X is a pop-up space for the smart, savvy, social, stylish women 
who attend SXSW Interactive to convene, connect and be pampered.","2013-03-09 10:00:00","2013-03-09 16:00:00","301 San Jacinto Blvd","","","","http://austin2013.sched.org/event/02704d12d374ed3b79b2b38ab6a7678b","Party, Unofficial","http://www.beautybarx.com/registration/"
